TransactionID,CustomerID,Date,Amount,Currency,TransactionType
1093,CUST038,2025-11-11,17536.75,USD,Deposit
1094,CUST049,2025-10-16,13539.25,USD,Withdrawal
1095,CUST016,2025-10-30,14120.2,USD,Withdrawal
1096,CUST005,2025-07-10,14567.49,USD,Deposit
1097,CUST092,2025-12-18,14308.49,USD,Deposit
1098,CUST085,2025-10-17,11043.69,USD,Deposit
1099,CUST028,2025-07-16,12611.01,USD,Withdrawal
1100,CUST043,2025-11-02,19198.37,USD,Deposit
1101,CUST089,2025-11-27,5524.75,USD,Deposit
1102,CUST090,2025-08-09,6824.76,USD,Deposit
1103,CUST100,2025-11-13,17185.34,USD,Deposit
1104,CUST015,2025-09-26,8614.57,USD,Deposit
1105,CUST046,2025-10-05,6320.88,USD,Deposit
1106,CUST014,2025-08-20,19657.15,USD,Withdrawal
1107,CUST018,2025-07-25,5905.4,USD,Deposit
1108,CUST079,2025-08-08,4646.11,USD,Deposit
1109,CUST094,2025-08-25,10274.18,USD,Withdrawal
1110,CUST034,2025-07-21,10827.23,USD,Deposit
1111,CUST085,2025-09-04,6670.99,USD,Withdrawal
1112,CUST082,2025-08-02,8493.28,USD,Withdrawal
1113,CUST049,2025-11-28,9694.66,USD,Withdrawal
1114,CUST098,2025-08-12,17766.28,USD,Withdrawal
1115,CUST042,2025-07-03,19812.04,USD,Withdrawal
1116,CUST085,2025-08-08,14046.35,USD,Withdrawal
1117,CUST049,2025-07-03,4206.07,USD,Withdrawal
1118,CUST051,2025-09-22,18739.39,USD,Withdrawal
1119,CUST005,2025-12-18,11478.57,USD,Deposit
1120,CUST018,2025-09-10,6728.73,USD,Deposit
1121,CUST032,2025-09-30,234.31,USD,Withdrawal
1122,CUST069,2025-10-07,16362.32,USD,Withdrawal
1123,CUST080,2025-12-14,2451.8,USD,Withdrawal
1124,CUST033,2025-08-30,11648.03,USD,Deposit
1125,CUST039,2025-07-25,7836.9,USD,Deposit
1126,CUST058,2025-09-25,18513.82,USD,Deposit
1127,CUST093,2025-11-08,6702.33,USD,Deposit
1128,CUST092,2025-08-04,8197.29,USD,Deposit
1129,CUST054,2025-07-13,17979.04,USD,Deposit
1130,CUST050,2025-07-15,11520.56,USD,Deposit
1131,CUST005,2025-12-13,2467.3,USD,Withdrawal
1132,CUST084,2025-09-15,3447.97,USD,Deposit
1133,CUST081,2025-09-24,13587.71,USD,Withdrawal
1134,CUST024,2025-10-15,4820.54,USD,Deposit
1135,CUST057,2025-12-20,1928.0,USD,Withdrawal
1136,CUST032,2025-10-19,10080.24,USD,Deposit
1137,CUST015,2025-07-21,14306.38,USD,Deposit
1138,CUST063,2025-07-29,17996.99,USD,Withdrawal
1139,CUST053,2025-08-18,11079.87,USD,Deposit
1140,CUST041,2025-07-03,701.63,USD,Withdrawal
1141,CUST057,2025-09-27,5166.2,USD,Withdrawal
1142,CUST071,2025-09-09,11335.74,USD,Deposit
1143,CUST085,2025-09-06,4335.08,USD,Withdrawal
1144,CUST063,2025-08-09,18174.33,USD,Deposit
1145,CUST039,2025-09-12,17681.71,USD,Withdrawal
1146,CUST070,2025-07-02,7089.53,USD,Withdrawal
1147,CUST006,2025-12-16,15804.82,USD,Deposit
1148,CUST064,2025-10-10,6334.57,USD,Deposit
1149,CUST080,2025-09-10,12862.28,USD,Withdrawal
1150,CUST033,2025-07-06,15251.37,USD,Withdrawal
1151,CUST014,2025-10-13,6178.17,USD,Deposit
1152,CUST027,2025-08-26,11274.35,USD,Withdrawal
1153,CUST017,2025-12-04,8310.38,USD,Withdrawal
1154,CUST014,2025-11-23,16521.61,USD,Withdrawal
1155,CUST093,2025-10-06,10628.79,USD,Deposit
1156,CUST001,2025-08-08,6239.51,USD,Withdrawal
1157,CUST040,2025-09-27,12909.93,USD,Deposit
1158,CUST005,2025-12-23,10721.68,USD,Deposit
1159,CUST048,2025-11-27,685.09,USD,Deposit
1160,CUST061,2025-12-13,2720.2,USD,Withdrawal
1161,CUST011,2025-09-19,2531.31,USD,Deposit
1162,CUST060,2025-07-05,6149.66,USD,Deposit
1163,CUST054,2025-09-05,454.18,USD,Withdrawal
1164,CUST001,2025-09-29,4835.43,USD,Withdrawal
1165,CUST097,2025-12-14,7712.55,USD,Withdrawal
1166,CUST004,2025-10-16,2346.36,USD,Withdrawal
1167,CUST073,2025-07-15,14862.75,USD,Deposit
1168,CUST072,2025-11-24,7411.79,USD,Deposit
1169,CUST029,2025-12-20,3188.01,USD,Deposit
1170,CUST019,2025-12-07,17259.14,USD,Withdrawal
1171,CUST065,2025-12-11,13189.54,USD,Deposit
1172,CUST007,2025-09-29,13206.76,USD,Deposit
1173,CUST038,2025-07-09,12549.02,USD,Withdrawal
1174,CUST080,2025-10-15,10567.08,USD,Withdrawal
1175,CUST024,2025-10-12,2098.46,USD,Withdrawal
1176,CUST079,2025-08-30,14945.49,USD,Deposit
1177,CUST016,2025-10-13,10016.42,USD,Withdrawal
1178,CUST032,2025-10-02,8591.7,USD,Withdrawal
1179,CUST016,2025-08-01,2344.62,USD,Deposit
1180,CUST022,2025-09-01,415.67,USD,Deposit
1181,CUST047,2025-11-06,5414.98,USD,Withdrawal
1182,CUST006,2025-12-04,17604.04,USD,Deposit
1183,CUST037,2025-10-06,15861.82,USD,Deposit
1184,CUST096,2025-12-22,11909.29,USD,Withdrawal
1185,CUST067,2025-10-15,6220.33,USD,Withdrawal
1186,CUST090,2025-11-18,14281.93,USD,Withdrawal
1187,CUST023,2025-12-16,2118.64,USD,Withdrawal
1188,CUST072,2025-12-17,7680.21,USD,Deposit
1189,CUST026,2025-09-13,14984.01,USD,Deposit
1190,CUST006,2025-12-17,14673.87,USD,Withdrawal
1191,CUST089,2025-10-13,3291.51,USD,Withdrawal
1192,CUST048,2025-10-02,13015.29,USD,Withdrawal
1193,CUST017,2025-08-09,6741.88,USD,Withdrawal
1194,CUST018,2025-12-20,1146.13,USD,Deposit
1195,CUST065,2025-09-11,15074.68,USD,Deposit
1196,CUST013,2025-11-23,2690.91,USD,Withdrawal
1197,CUST059,2025-11-16,4256.2,USD,Deposit
1198,CUST033,2025-08-04,4875.8,USD,Withdrawal
1199,CUST081,2025-10-17,8401.53,USD,Deposit
1200,CUST078,2025-10-30,18287.9,USD,Withdrawal
1201,CUST008,2025-07-08,2578.44,USD,Withdrawal
1202,CUST078,2025-10-05,4347.26,USD,Deposit
1203,CUST078,2025-12-19,8031.87,USD,Withdrawal
1204,CUST030,2025-12-21,4399.41,USD,Withdrawal
1205,CUST018,2025-11-07,7462.17,USD,Withdrawal
1206,CUST080,2025-10-20,16918.7,USD,Deposit
1207,CUST033,2025-10-19,17555.43,USD,Withdrawal
1208,CUST083,2025-09-12,7581.2,USD,Deposit
1209,CUST004,2025-10-19,7643.67,USD,Withdrawal
1210,CUST093,2025-07-04,14101.01,USD,Deposit
1211,CUST027,2025-08-13,7868.69,USD,Withdrawal
1212,CUST042,2025-07-16,9266.13,USD,Deposit
1213,CUST028,2025-11-26,13983.8,USD,Deposit
1214,CUST018,2025-12-30,15251.01,USD,Deposit
1215,CUST082,2025-11-16,7583.58,USD,Withdrawal
1216,CUST052,2025-10-10,15241.04,USD,Withdrawal
1217,CUST062,2025-12-16,13509.09,USD,Deposit
1218,CUST053,2025-11-24,12728.53,USD,Deposit
1219,CUST064,2025-08-24,108.29,USD,Withdrawal
1220,CUST010,2025-07-23,9782.24,USD,Deposit
1221,CUST066,2025-07-09,6273.89,USD,Withdrawal
1222,CUST020,2025-11-09,12412.06,USD,Deposit
1223,CUST018,2025-09-19,13185.89,USD,Deposit
1224,CUST019,2025-07-01,5845.7,USD,Deposit
1225,CUST065,2025-09-10,11758.65,USD,Withdrawal
1226,CUST089,2025-08-05,19061.09,USD,Deposit
1227,CUST051,2025-10-09,10019.45,USD,Deposit
1228,CUST029,2025-09-15,7800.26,USD,Deposit
1229,CUST040,2025-07-21,11602.24,USD,Withdrawal
1230,CUST066,2025-08-01,14157.21,USD,Withdrawal
1231,CUST065,2025-10-23,14517.57,USD,Withdrawal
1232,CUST079,2025-11-20,19437.82,USD,Withdrawal
1233,CUST094,2025-08-14,8995.51,USD,Deposit
1234,CUST008,2025-10-14,16068.44,USD,Withdrawal
1235,CUST082,2025-08-08,15433.06,USD,Deposit
1236,CUST094,2025-07-24,4946.76,USD,Withdrawal
1237,CUST027,2025-11-15,3220.08,USD,Withdrawal
1238,CUST014,2025-11-18,11450.37,USD,Deposit
1239,CUST093,2025-11-23,6890.81,USD,Deposit
1240,CUST078,2025-07-10,12913.37,USD,Deposit
1241,CUST078,2025-11-17,4176.66,USD,Withdrawal
1242,CUST071,2025-08-08,7041.37,USD,Deposit
1243,CUST005,2025-09-16,15748.64,USD,Withdrawal
1244,CUST088,2025-10-05,10383.56,USD,Deposit
1245,CUST042,2025-07-26,13703.4,USD,Deposit
1246,CUST059,2025-10-01,12705.08,USD,Deposit
1247,CUST008,2025-09-09,8242.48,USD,Withdrawal
1248,CUST021,2025-12-08,7973.4,USD,Withdrawal
1249,CUST031,2025-12-12,18035.6,USD,Withdrawal
1250,CUST066,2025-10-29,15619.75,USD,Withdrawal
1251,CUST070,2025-08-29,16185.63,USD,Deposit
1252,CUST087,2025-10-28,10243.38,USD,Deposit
1253,CUST048,2025-12-08,5224.33,USD,Withdrawal
1254,CUST092,2025-09-08,4095.73,USD,Deposit
1255,CUST040,2025-07-01,9715.29,USD,Withdrawal
1256,CUST029,2025-07-01,7437.68,USD,Deposit
1257,CUST085,2025-10-30,8001.31,USD,Deposit
1258,CUST100,2025-09-02,18027.09,USD,Deposit
1259,CUST066,2025-09-14,17876.44,USD,Withdrawal
1260,CUST095,2025-09-23,18775.62,USD,Deposit
1261,CUST067,2025-08-29,15428.49,USD,Withdrawal
1262,CUST038,2025-12-06,19000.79,USD,Withdrawal
1263,CUST062,2025-12-20,9193.92,USD,Withdrawal
1264,CUST078,2025-12-13,17893.64,USD,Withdrawal
1265,CUST061,2025-08-15,1381.25,USD,Deposit
1266,CUST009,2025-11-30,10777.96,USD,Withdrawal
1267,CUST024,2025-11-01,3618.12,USD,Withdrawal
1268,CUST041,2025-12-26,19284.99,USD,Withdrawal
1269,CUST012,2025-08-21,15894.7,USD,Deposit
1270,CUST005,2025-12-15,18166.31,USD,Deposit
1271,CUST079,2025-07-10,11807.59,USD,Withdrawal
1272,CUST036,2025-07-28,17245.25,USD,Deposit
1273,CUST027,2025-11-19,15516.94,USD,Withdrawal
1274,CUST054,2025-07-24,16994.2,USD,Withdrawal
1275,CUST073,2025-10-22,15889.04,USD,Deposit
1276,CUST009,2025-09-27,4054.43,USD,Withdrawal
1277,CUST080,2025-08-24,17026.3,USD,Deposit
1278,CUST023,2025-11-13,1292.74,USD,Deposit
1279,CUST030,2025-07-01,9832.12,USD,Withdrawal
1280,CUST077,2025-08-27,16896.91,USD,Withdrawal
1281,CUST096,2025-08-26,9890.62,USD,Deposit
1282,CUST055,2025-11-30,18739.6,USD,Deposit
1283,CUST036,2025-08-28,8322.99,USD,Withdrawal
1284,CUST053,2025-11-01,11932.43,USD,Withdrawal
1285,CUST083,2025-09-03,12588.72,USD,Withdrawal
1286,CUST074,2025-12-23,14130.94,USD,Deposit
1287,CUST065,2025-09-10,18338.98,USD,Withdrawal
1288,CUST093,2025-12-10,14597.91,USD,Withdrawal
1289,CUST005,2025-11-03,13274.13,USD,Deposit
1290,CUST033,2025-12-24,7581.63,USD,Withdrawal
1291,CUST063,2025-08-08,3649.15,USD,Withdrawal
1292,CUST049,2025-12-29,15853.27,USD,Withdrawal
1293,CUST009,2025-08-21,3311.91,USD,Deposit
1294,CUST032,2025-11-01,7260.18,USD,Deposit
1295,CUST074,2025-07-18,2410.71,USD,Deposit
1296,CUST018,2025-08-14,13222.11,USD,Deposit
1297,CUST022,2025-07-03,9568.66,USD,Deposit
1298,CUST020,2025-08-03,14214.92,USD,Withdrawal
1299,CUST076,2025-09-30,7467.31,USD,Deposit
1300,CUST068,2025-09-11,2321.68,USD,Deposit
1301,CUST029,2025-11-17,16850.51,USD,Deposit
1302,CUST024,2025-11-01,1228.39,USD,Deposit
1303,CUST083,2025-11-25,10022.48,USD,Withdrawal
1304,CUST030,2025-12-15,10465.55,USD,Withdrawal
1305,CUST087,2025-11-23,2393.67,USD,Withdrawal
1306,CUST001,2025-09-26,5861.11,USD,Withdrawal
1307,CUST098,2025-12-27,14530.52,USD,Withdrawal
1308,CUST017,2025-07-23,7136.52,USD,Deposit
1309,CUST043,2025-07-10,12685.38,USD,Withdrawal
1310,CUST045,2025-12-06,10041.44,USD,Withdrawal
1311,CUST078,2025-09-16,387.07,USD,Withdrawal
1312,CUST006,2025-10-17,19210.54,USD,Deposit
1313,CUST058,2025-07-31,15126.41,USD,Withdrawal
1314,CUST036,2025-07-26,13265.95,USD,Deposit
1315,CUST007,2025-12-15,4222.37,USD,Deposit
1316,CUST017,2025-07-31,8165.14,USD,Deposit
1317,CUST060,2025-08-17,18962.35,USD,Withdrawal
1318,CUST075,2025-11-23,12177.63,USD,Withdrawal
1319,CUST016,2025-10-08,18082.53,USD,Withdrawal
1320,CUST047,2025-10-24,11083.8,USD,Deposit
1321,CUST085,2025-12-22,13605.09,USD,Withdrawal
1322,CUST062,2025-10-11,3241.54,USD,Withdrawal
1323,CUST088,2025-09-19,12487.8,USD,Withdrawal
1324,CUST069,2025-10-20,7503.59,USD,Withdrawal
1325,CUST006,2025-10-05,1614.55,USD,Withdrawal
1326,CUST009,2025-11-06,17194.77,USD,Deposit
1327,CUST053,2025-10-11,11432.04,USD,Withdrawal
1328,CUST034,2025-10-14,11683.06,USD,Withdrawal
1329,CUST018,2025-11-11,5407.41,USD,Withdrawal
1330,CUST093,2025-10-22,3746.92,USD,Deposit
1331,CUST090,2025-07-25,6750.89,USD,Withdrawal
1332,CUST079,2025-10-11,10842.84,USD,Withdrawal
1333,CUST045,2025-09-30,10942.74,USD,Withdrawal
1334,CUST018,2025-07-12,377.5,USD,Deposit
1335,CUST056,2025-11-22,9945.24,USD,Withdrawal
1336,CUST059,2025-07-29,1281.7,USD,Withdrawal
1337,CUST093,2025-08-10,7737.43,USD,Deposit
1338,CUST072,2025-12-23,4201.55,USD,Withdrawal
1339,CUST086,2025-08-28,146.88,USD,Deposit
1340,CUST030,2025-12-29,12924.72,USD,Withdrawal
1341,CUST003,2025-12-08,9585.14,USD,Withdrawal
1342,CUST098,2025-12-09,15627.09,USD,Deposit
1343,CUST001,2025-08-19,3826.1,USD,Withdrawal
1344,CUST099,2025-12-06,11908.59,USD,Deposit
1345,CUST076,2025-08-16,13099.76,USD,Withdrawal
1346,CUST039,2025-10-22,1200.57,USD,Withdrawal
1347,CUST022,2025-11-04,7925.03,USD,Deposit
1348,CUST047,2025-08-28,7693.49,USD,Deposit
1349,CUST012,2025-07-08,8898.07,USD,Deposit
1350,CUST014,2025-09-23,181.7,USD,Deposit
1351,CUST047,2025-07-20,18172.96,USD,Withdrawal
1352,CUST012,2025-12-02,14132.78,USD,Withdrawal
1353,CUST086,2025-09-22,16427.95,USD,Deposit
1354,CUST044,2025-07-06,318.97,USD,Withdrawal
1355,CUST021,2025-08-02,12607.72,USD,Deposit
1356,CUST040,2025-07-28,18038.28,USD,Withdrawal
1357,CUST082,2025-10-30,16691.91,USD,Deposit
1358,CUST049,2025-12-13,9067.81,USD,Deposit
1359,CUST061,2025-09-20,6643.36,USD,Withdrawal
1360,CUST073,2025-11-22,9136.55,USD,Deposit
1361,CUST086,2025-10-17,14996.57,USD,Deposit
1362,CUST040,2025-08-08,6561.23,USD,Deposit
1363,CUST095,2025-07-20,8346.78,USD,Withdrawal
1364,CUST080,2025-09-13,7924.99,USD,Deposit
1365,CUST029,2025-12-10,8702.63,USD,Withdrawal
1366,CUST049,2025-07-17,11844.4,USD,Deposit
1367,CUST094,2025-10-25,5121.06,USD,Withdrawal
1368,CUST036,2025-11-19,17489.66,USD,Deposit
1369,CUST037,2025-11-30,19321.43,USD,Withdrawal
1370,CUST070,2025-10-01,771.76,USD,Deposit
1371,CUST058,2025-07-30,1327.25,USD,Withdrawal
1372,CUST053,2025-12-20,16932.97,USD,Deposit
1373,CUST037,2025-08-25,2235.83,USD,Withdrawal
1374,CUST070,2025-12-23,6707.04,USD,Deposit
1375,CUST018,2025-12-01,19519.28,USD,Withdrawal
1376,CUST030,2025-10-25,11344.17,USD,Deposit
1377,CUST063,2025-07-29,5714.67,USD,Deposit
1378,CUST013,2025-12-31,14192.81,USD,Deposit
1379,CUST083,2025-07-05,9148.23,USD,Deposit
1380,CUST034,2025-11-30,10431.71,USD,Deposit
1381,CUST097,2025-09-27,5198.08,USD,Withdrawal
1382,CUST084,2025-12-23,7114.71,USD,Withdrawal
1383,CUST081,2025-11-07,17495.6,USD,Deposit
1384,CUST004,2025-10-20,12228.02,USD,Deposit
1385,CUST084,2025-12-18,5537.62,USD,Deposit
1386,CUST063,2025-11-15,12289.73,USD,Withdrawal
1387,CUST015,2025-08-08,5999.31,USD,Deposit
1388,CUST010,2025-09-01,14689.2,USD,Deposit
1389,CUST012,2025-07-15,18244.75,USD,Withdrawal
1390,CUST005,2025-12-07,16991.59,USD,Deposit
1391,CUST013,2025-07-20,7702.42,USD,Withdrawal
1392,CUST063,2025-12-18,14487.48,USD,Deposit
1393,CUST032,2025-11-29,1840.36,USD,Withdrawal
1394,CUST015,2025-07-22,751.87,USD,Withdrawal
1395,CUST077,2025-10-24,13231.46,USD,Withdrawal
1396,CUST092,2025-08-30,17955.1,USD,Deposit
1397,CUST010,2025-08-23,930.94,USD,Deposit
1398,CUST060,2025-09-08,6648.5,USD,Deposit
1399,CUST035,2025-09-22,14881.77,USD,Withdrawal
1400,CUST007,2025-09-02,6794.11,USD,Withdrawal
1401,CUST011,2025-07-20,15060.73,USD,Withdrawal
1402,CUST067,2025-12-17,14348.79,USD,Withdrawal
1403,CUST031,2025-09-02,15885.63,USD,Withdrawal
1404,CUST092,2025-10-26,517.03,USD,Deposit
1405,CUST077,2025-10-17,7433.71,USD,Withdrawal
1406,CUST036,2025-09-08,15757.72,USD,Withdrawal
1407,CUST056,2025-10-11,19625.3,USD,Withdrawal
1408,CUST019,2025-09-25,16906.92,USD,Withdrawal
1409,CUST006,2025-09-01,1245.87,USD,Withdrawal
1410,CUST060,2025-11-13,850.46,USD,Deposit
1411,CUST092,2025-11-29,4688.76,USD,Deposit
1412,CUST046,2025-11-04,12613.32,USD,Withdrawal
1413,CUST011,2025-10-01,2195.81,USD,Deposit
1414,CUST060,2025-07-16,13482.72,USD,Deposit
1415,CUST033,2025-12-24,5212.74,USD,Withdrawal
1416,CUST084,2025-09-04,2337.68,USD,Deposit
1417,CUST044,2025-08-06,10711.86,USD,Withdrawal
1418,CUST033,2025-09-11,14901.7,USD,Withdrawal
1419,CUST052,2025-12-08,17981.74,USD,Deposit
1420,CUST075,2025-08-06,2587.98,USD,Withdrawal
1421,CUST003,2025-07-19,15487.89,USD,Withdrawal
1422,CUST044,2025-08-30,11188.57,USD,Deposit
1423,CUST043,2025-07-27,4711.79,USD,Withdrawal
1424,CUST019,2025-08-21,12701.68,USD,Deposit
1425,CUST023,2025-09-18,18629.54,USD,Deposit
1426,CUST010,2025-09-26,4330.08,USD,Deposit
1427,CUST067,2025-10-09,8659.19,USD,Deposit
1428,CUST010,2025-08-04,4540.34,USD,Withdrawal
1429,CUST040,2025-08-12,4777.42,USD,Withdrawal
1430,CUST100,2025-07-24,6074.31,USD,Withdrawal
1431,CUST030,2025-09-21,15426.04,USD,Deposit
1432,CUST008,2025-08-04,15588.81,USD,Withdrawal
1433,CUST052,2025-09-01,2240.65,USD,Withdrawal
1434,CUST025,2025-10-04,7394.36,USD,Deposit
1435,CUST030,2025-08-17,714.76,USD,Deposit
1436,CUST087,2025-07-16,18355.43,USD,Deposit
1437,CUST055,2025-08-12,2773.74,USD,Deposit
1438,CUST049,2025-10-03,14181.22,USD,Withdrawal
1439,CUST085,2025-07-16,10190.07,USD,Withdrawal
1440,CUST072,2025-11-01,14701.79,USD,Deposit
1441,CUST079,2025-10-24,19050.01,USD,Withdrawal
1442,CUST024,2025-11-11,8348.89,USD,Deposit
1443,CUST059,2025-07-10,1721.36,USD,Deposit
1444,CUST036,2025-09-19,3359.2,USD,Deposit
1445,CUST039,2025-07-10,18953.51,USD,Withdrawal
1446,CUST005,2025-08-03,19895.39,USD,Deposit
1447,CUST049,2025-08-03,8373.02,USD,Deposit
1448,CUST019,2025-11-23,3759.32,USD,Deposit
1449,CUST051,2025-07-28,3015.89,USD,Withdrawal
1450,CUST075,2025-09-19,5914.79,USD,Withdrawal
1451,CUST042,2025-07-05,9457.09,USD,Deposit
1452,CUST093,2025-10-27,11413.01,USD,Deposit
1453,CUST038,2025-07-06,11869.2,USD,Withdrawal
1454,CUST022,2025-09-27,2928.37,USD,Withdrawal
1455,CUST052,2025-10-23,7689.05,USD,Deposit
1456,CUST065,2025-12-27,14700.79,USD,Deposit
1457,CUST036,2025-08-15,15349.57,USD,Withdrawal
1458,CUST048,2025-08-31,2619.11,USD,Withdrawal
1459,CUST051,2025-08-14,12918.97,USD,Deposit
1460,CUST017,2025-12-05,3565.32,USD,Withdrawal
1461,CUST087,2025-08-21,8338.58,USD,Withdrawal
1462,CUST041,2025-11-03,4655.2,USD,Withdrawal
1463,CUST026,2025-12-28,3723.4,USD,Withdrawal
1464,CUST063,2025-11-12,8258.45,USD,Withdrawal
1465,CUST018,2025-09-12,9367.55,USD,Withdrawal
1466,CUST039,2025-08-05,15728.91,USD,Withdrawal
1467,CUST044,2025-08-08,18457.0,USD,Deposit
1468,CUST092,2025-11-30,830.15,USD,Deposit
1469,CUST043,2025-11-08,1556.71,USD,Withdrawal
1470,CUST099,2025-11-30,16201.44,USD,Deposit
1471,CUST047,2025-10-08,18232.01,USD,Withdrawal
1472,CUST084,2025-11-16,3315.09,USD,Withdrawal
1473,CUST036,2025-09-05,11711.01,USD,Deposit
1474,CUST057,2025-08-04,15414.36,USD,Withdrawal
1475,CUST051,2025-10-25,1072.58,USD,Withdrawal
1476,CUST024,2025-07-07,8391.91,USD,Deposit
1477,CUST067,2025-10-26,12281.3,USD,Withdrawal
1478,CUST003,2025-09-24,9204.45,USD,Withdrawal
1479,CUST097,2025-12-10,2938.4,USD,Deposit
1480,CUST008,2025-08-05,2061.51,USD,Withdrawal
1481,CUST100,2025-11-22,1142.36,USD,Withdrawal
1482,CUST003,2025-07-30,14367.06,USD,Deposit
1483,CUST063,2025-10-10,7309.96,USD,Withdrawal
1484,CUST051,2025-10-29,13445.42,USD,Deposit
